PM2.5,PM10,CO,NO2,SO2,O3,风速,压强,降水量,温度,湿度,时间
-26,-55,0.76,-31,-2,13,0.6,1004.8,180.6,17,84,2019/4/9 1:55
-29,-43,0.75,-31,-2,17,1.2,1003.5,180.6,17,87,2019/4/9 2:55
-22,-45,0.84,-25,-2,16,1.4,1002.3,180.6,17,89,2019/4/9 3:55
-20,-31,0.99,-21,-2,10,0.6,1001.4,180.6,17,90,2019/4/9 4:55
-17,-33,0.97,-18,-4,4,0.6,1000.9,180.6,17,90,2019/4/9 5:55
-16,-25,1.06,-31,-4,3,0.5,1000.7,180.6,18,89,2019/4/9 6:55
-17,-21,1.13,-20,-4,0,0.7,999.9,180.6,19,85,2019/4/9 7:55
-5,-13,0.8,-21,-5,-5,0.3,999.5,180.6,20,82,2019/4/9 8:55
-36,-23,0.86,-38,-5,1,1.4,999.1,180.6,20,79,2019/4/9 9:55
-37,-61,0.91,-57,-5,21,0.7,1000,190.7,16,96,2019/4/9 10:55
-12,-23,0.43,-30,-6,25,1.7,1001.1,195.1,15,94,2019/4/9 12:04
-15,-21,0.12,-13,-4,38,1.7,1007,196.4,11,84,2019/4/9 16:55
-21,-30,0.16,-9,-4,27,2.1,1007.7,196.5,9,87,2019/4/9 17:55
-24,-38,0.11,-9,-4,26,0.8,1010.2,196.8,9,85,2019/4/9 18:55
-29,-54,0.02,-13,-4,34,0.9,1013.2,196.8,8,85,2019/4/9 20:55
-3,-7,0.02,-17,1,55,0.7,1015.8,197.9,15,42,2019/4/11 10:55
-11,-12,0.03,-17,1,49,1,1015.2,197.9,17,35,2019/4/11 11:55
-1,-10,0.07,-11,1,36,0.6,1014.1,197.9,17,35,2019/4/11 12:55
-10,-20,0.06,-10,1,33,0.5,1014,197.9,18,35,2019/4/11 13:55
-11,-15,0.05,-3,1,28,1.2,1013.6,197.9,18,35,2019/4/11 14:56
-9,-12,0.06,0,0,17,0.8,1013.7,197.9,19,35,2019/4/11 15:55
-6,-21,0.36,27,2,-11,1.2,1013.9,197.9,19,36,2019/4/11 16:55
8,50,0.34,11,2,-19,0.6,1014.2,197.9,16,42,2019/4/11 17:55
-10,-2,0.27,-36,2,-2,0.7,1014.7,197.9,15,49,2019/4/11 18:55
-3,-23,0.51,-22,3,-10,0.7,1015.3,197.9,15,59,2019/4/11 19:55
-8,-12,0.67,11,2,-42,0.6,1016.2,197.9,14,61,2019/4/11 20:55
-11,-9,0.44,4,2,-45,0.2,1016.5,197.9,13,68,2019/4/11 21:55
-13,-17,0.55,-25,-2,-52,0.7,1016.6,197.9,13,71,2019/4/11 22:55
-22,-36,0.82,-48,-3,-47,0.4,1016.4,197.9,12,77,2019/4/11 23:55
-9,-29,0.46,-37,-3,-25,0.4,1016.3,197.9,11,83,2019/4/12 0:55
-20,-33,0.45,-22,-3,-23,0.1,1016.1,197.9,10,86,2019/4/12 1:56
-21,-31,0.56,-45,-3,-24,0.8,1016.2,197.9,11,84,2019/4/12 2:55
-15,-7,0.34,-18,-4,-17,0.3,1016.4,197.9,11,87,2019/4/12 3:55
-20,-35,0.52,-25,-3,-20,0.3,1016.4,197.9,11,87,2019/4/12 4:55
-18,-25,0.46,-36,-2,-1,0.2,1016.9,197.9,10,91,2019/4/12 5:55
-5,-18,0.3,-57,-1,23,0.1,1017.9,197.9,12,84,2019/4/12 6:55
-19,-29,0.16,-55,-3,47,0.9,1018.4,197.9,14,71,2019/4/12 7:55
-18,-23,0.2,-24,-1,38,0.7,1018.1,197.9,18,52,2019/4/12 8:55
-8,-11,0.23,0,-1,43,0.8,1018.4,197.9,17,52,2019/4/12 9:55
-4,-20,0.24,-8,-1,37,0.5,1018.2,197.9,20,44,2019/4/12 10:55
-3,-8,0.3,0,0,44,1.2,1017.6,197.9,20,41,2019/4/12 11:55
-5,-17,0.36,1,3,84,1.6,1017.1,197.9,20,41,2019/4/12 12:55
-1,-3,0.26,0,2,54,0.5,1016.1,197.9,21,39,2019/4/12 13:55
-16,-24,0.21,-2,0,-6,0.9,1015.3,197.9,22,36,2019/4/12 14:55
-20,-7,0.28,-3,0,26,0.5,1015,197.9,22,38,2019/4/12 15:55
-19,-9,0.31,2,0,-1,0.8,1015,197.9,20,41,2019/4/12 16:55
-14,-10,0.06,-10,1,58,1.4,1013.3,197.9,23,36,2019/4/13 12:55
-15,-12,0.04,-10,1,53,0.3,1012.8,197.9,24,35,2019/4/13 13:55
-7,-4,0.06,-4,0,43,1.3,1012,197.9,25,31,2019/4/13 14:55
-10,-12,0.1,-1,1,16,1.5,1011.7,197.9,24,35,2019/4/13 15:55
-4,-1,0.2,4,1,7,0.7,1011.7,197.9,24,36,2019/4/13 16:55
1,7,0.34,18,1,-18,0.7,1012,197.9,22,42,2019/4/13 17:55
-7,11,0.53,27,1,-49,0.7,1012.8,197.9,20,49,2019/4/13 18:55
6,16,0.66,28,0,-70,0.7,1013.8,197.9,19,53,2019/4/13 19:55
-1,20,0.35,-17,-1,-12,0.1,1014.3,197.9,18,58,2019/4/13 20:55
-2,9,0.66,-20,-2,-84,0.3,1014.2,197.9,17,64,2019/4/13 23:55
-16,-1,0.74,-50,-3,-41,0.2,1013.9,197.9,15,72,2019/4/14 0:55
-14,-21,0.33,-72,-4,-25,0.5,1013.9,197.9,15,78,2019/4/14 1:55
-16,-20,0.44,-56,-4,-17,0.8,1014.3,197.9,15,77,2019/4/14 2:55
-13,-24,0.51,-25,-3,-12,0.2,1014.2,197.9,15,77,2019/4/14 3:55
-11,-7,0.79,7,-1,-23,0.1,1014.1,197.9,15,78,2019/4/14 4:55
-18,902,0.12,-12,2,42,1.1,1018.8,197.9,19,50,2019/4/14 10:55
-10,11,0.08,-14,-1,46,2.4,1018.1,197.9,22,34,2019/4/14 13:55
-22,-6,0.12,-16,0,47,0.8,1017.7,197.9,22,34,2019/4/14 14:55
5,-8,0.28,-10,0,41,2.6,1018,197.9,22,29,2019/4/14 16:55
-8,-7,0.24,-6,0,20,0.6,1018.1,197.9,20,38,2019/4/14 17:55
-3,-1,0.26,4,-1,13,0.3,1018.2,197.9,18,40,2019/4/14 18:55
-4,-4,0.38,17,0,-4,0.5,1018.9,197.9,17,43,2019/4/14 19:55
-6,-14,0.45,-6,2,-11,0.2,1020.2,197.9,14,55,2019/4/14 21:55
-3,-2,0.34,-30,0,3,0.4,1019.9,197.9,12,66,2019/4/15 0:55
-14,-21,0.37,-33,-2,13,0.3,1019.4,197.9,12,70,2019/4/15 1:55
-13,-22,0.36,-24,-1,22,0.3,1019,197.9,11,74,2019/4/15 2:55
-10,-22,0.56,-9,-1,8,0.5,1019,197.9,11,77,2019/4/15 3:55
-5,-13,1.07,-4,1,8,0.3,1019.2,197.9,10,79,2019/4/15 4:55
-2,-17,0.71,-18,3,31,0.4,1019.1,197.9,10,82,2019/4/15 5:55
-16,-23,0.4,-50,3,42,0.2,1019.3,197.9,13,75,2019/4/15 6:55
-15,-15,0.01,-44,1,45,1.4,1019.5,197.9,16,59,2019/4/15 7:55
-23,1,0,-18,1,60,1.5,1019,197.9,18,38,2019/4/15 8:55
4,16,0.14,-13,0,53,0.8,1019.4,197.9,20,24,2019/4/15 9:55
-10,-1,0.01,-15,-1,45,1.2,1018.8,197.9,21,26,2019/4/15 10:55
-15,-6,0.01,-12,0,40,1,1017.8,197.9,22,22,2019/4/15 11:55
-8,-2,-0.04,-15,-1,55,1.7,1016.4,197.9,23,20,2019/4/15 12:55
-11,-8,-0.05,-15,-1,31,0.8,1014.6,197.9,22,19,2019/4/15 14:55
-6,10,0.13,-6,2,54,1.8,1014.2,197.9,23,14,2019/4/15 15:55
2,27,0.3,1,4,48,2.1,1013.8,197.9,22,17,2019/4/15 16:55
-8,13,0.18,-1,4,33,0.4,1014,197.9,18,30,2019/4/15 18:55
6,24,0.05,-6,3,17,1,1013.8,197.9,18,31,2019/4/15 19:55
-4,2,0.02,-3,2,1,1.1,1013.9,197.9,17,32,2019/4/15 20:55
-1,13,0.02,1,2,6,1.1,1014.2,197.9,17,31,2019/4/15 21:55
-7,-4,0.03,1,2,5,0.4,1014,197.9,17,33,2019/4/15 22:55
2,9,0.14,-6,2,21,0.4,1012.7,197.9,15,41,2019/4/16 0:55
-1,11,0.2,-5,2,15,0.3,1011.9,197.9,14,48,2019/4/16 1:55
-7,12,0.24,5,2,-3,0.5,1011.2,197.9,14,50,2019/4/16 2:55
-2,23,0.28,3,2,-8,0.5,1010.7,197.9,14,54,2019/4/16 3:55
-6,24,0.36,3,3,-25,0.9,1010.9,197.9,14,57,2019/4/16 4:55
-7,54,0.41,-22,4,-1,0.8,1011,197.9,14,58,2019/4/16 5:55
-6,21,0.81,-71,3,3,1.8,1010.9,197.9,15,58,2019/4/16 6:55
-10,33,0.44,-28,4,-1,0.8,1011.6,197.9,15,59,2019/4/16 7:55
-5,29,0.66,-22,9,11,0.6,1011.6,197.9,17,57,2019/4/16 8:55
0,30,0.65,-28,13,19,0.8,1011.1,197.9,18,51,2019/4/16 9:55
5,47,0.53,-25,12,28,1.6,1010.6,197.9,21,45,2019/4/16 10:55
-22,-63,0.73,-25,-11,-7,0.2,1010.2,199.4,13,89,2019/4/17 0:55
-35,-77,0.66,-13,-12,-12,0.1,1009.4,199.4,13,91,2019/4/17 1:55
-36,-71,0.62,-8,-13,-15,0.2,1009.3,199.4,13,91,2019/4/17 2:55
-44,-56,0.6,15,-11,-15,0.4,1009.3,199.4,12,92,2019/4/17 3:55
-29,-37,0.66,-42,-8,-16,0.7,1009.7,199.4,13,89,2019/4/17 4:55
-27,-31,0.66,-39,-6,-12,0.4,1010,199.4,13,87,2019/4/17 5:55
-25,-17,0.7,-41,-4,-2,0.4,1010.6,199.4,15,81,2019/4/17 6:55
-4,16,0.74,-56,-1,10,1,1010.8,199.4,19,65,2019/4/17 7:55
-29,-27,0.66,-51,-1,11,1.2,1010.8,199.4,21,61,2019/4/17 8:55
-31,-26,0.28,-32,-5,15,0.6,1010.5,199.4,23,56,2019/4/17 9:59
-26,4,0,-44,-9,31,0.8,1009.5,199.4,26,50,2019/4/17 10:55
3,29,0.22,-5,-5,22,0.9,1006.1,199.4,28,35,2019/4/17 14:55
1,46,0.79,43,-1,-56,0.7,1005.1,199.4,27,42,2019/4/17 17:55
12,59,0.69,-29,-3,-36,0.6,1005.4,199.4,23,49,2019/4/17 19:55
8,55,0.64,-38,-1,6,0.5,1006,199.4,21,54,2019/4/17 20:55
-17,4,0.68,-11,0,-47,0.7,1005.7,199.4,19,69,2019/4/17 23:55
-17,8,0.64,-46,2,-44,1.1,1005.6,199.4,18,71,2019/4/18 0:55
-11,-17,0.68,-59,4,-23,0.6,1004.6,199.4,18,74,2019/4/18 2:55
-22,-19,0.71,-32,2,-28,0.5,1004.4,199.4,17,76,2019/4/18 3:55
-31,-24,0.77,-48,3,-23,1.7,1004.4,199.4,17,80,2019/4/18 4:55
-26,-11,0.73,-45,6,-2,1,1005.4,199.4,16,83,2019/4/18 5:55
-39,-23,0.42,-50,3,24,1,1006.3,199.4,22,61,2019/4/18 7:55
-16,4,0.4,-16,4,34,1.5,1006.5,199.4,24,53,2019/4/18 8:55
-2,32,0.2,14,3,198,0.2,1004.7,0.2,33,28,2019/4/18 13:55
5,24,0.2,7,3,-21,0.8,1004.4,0.2,36,25,2019/4/18 14:55
4,26,0.28,15,3,-15,0.7,1004,0.2,36,25,2019/4/18 15:55
0,28,0.54,32,3,-22,0.4,1004,0.2,34,26,2019/4/18 16:55
12,39,0.73,17,6,39,0.3,1004,0.2,32,28,2019/4/18 17:55
10,45,0.71,33,6,14,0.3,1004.6,0.2,27,40,2019/4/18 18:55
13,38,1.1,47,5,-40,0.2,1005.4,0.2,26,43,2019/4/18 19:55
9,34,0.64,-74,9,19,0.7,1006.1,0.2,24,50,2019/4/18 20:56
6,31,0.77,-34,10,19,0.2,1006.7,0.2,23,51,2019/4/18 21:55
15,36,0.86,12,9,8,0.3,1007.3,0.2,23,50,2019/4/18 22:55
9,38,1.27,12,15,-28,0.1,1007.5,0.2,22,53,2019/4/18 23:55
7,45,0.66,-78,8,-16,1.2,1007.3,0.2,22,59,2019/4/19 0:55
-26,-34,0.5,-79,5,30,0.3,1007.3,0.2,20,72,2019/4/19 1:55
-32,-60,0.62,-44,2,1,0.3,1007.5,0.2,18,82,2019/4/19 2:55
-25,-48,0.64,-27,1,19,0.2,1007.5,0.2,17,85,2019/4/19 3:55
-23,-46,0.58,-34,1,37,1,1008.3,0.2,16,88,2019/4/19 4:55
-25,-57,0.73,-25,0,34,1.6,1009.1,0.2,16,87,2019/4/19 5:55
-19,-27,0.61,-28,5,27,0.8,1010.2,0.2,17,80,2019/4/19 7:55
-19,-24,0.55,-22,5,29,0.5,1010.3,0.2,18,74,2019/4/19 8:55
0,5,0.57,-14,3,47,1.1,1010.5,0.2,22,61,2019/4/19 9:55
-7,7,0.58,-8,5,40,1.3,1010.6,0.2,22,61,2019/4/19 10:56
-12,-1,0.44,-11,5,36,0.6,1010.4,0.2,24,55,2019/4/19 11:55
-16,-16,0.49,-12,6,26,1.6,1010,0.2,22,58,2019/4/19 12:55
-10,-6,0.54,-5,10,21,1.4,1008.6,0.3,24,53,2019/4/19 14:55
-5,-5,0.54,-2,9,10,1.2,1008.5,0.3,24,54,2019/4/19 15:55
-3,-6,0.5,0,8,6,1.4,1008.6,0.3,23,59,2019/4/19 16:55
-21,-12,0.62,-30,6,6,1.3,1009.4,0.3,19,71,2019/4/19 18:55
-11,-21,0.68,-26,6,13,0.4,1010.1,0.3,17,81,2019/4/19 22:55
-4,-22,0.64,-23,6,16,1.7,1009.7,0.3,17,84,2019/4/19 23:55
4,-22,0.57,-19,7,14,0.8,1009.4,0.3,17,85,2019/4/20 0:55
-6,-5,0.66,-15,7,17,0.1,1008.5,0.3,16,89,2019/4/20 3:55
2,-11,0.83,-13,6,1,0.7,1008.9,0.3,17,87,2019/4/20 6:55
-8,-17,0.99,-20,8,2,0.5,1008.8,0.3,19,80,2019/4/20 9:55
2,-11,0.76,-8,9,12,0.9,1006.9,0.3,25,68,2019/4/20 12:55
-2,-19,0.38,-25,-7,4,0.4,1005.1,0.3,23,81,2019/4/20 18:55
-15,-26,0.29,-26,-6,10,0.5,1005.6,0.3,22,82,2019/4/20 19:55
-8,-16,0.34,3,-7,-16,0.2,1006.8,0.3,22,79,2019/4/20 21:55
-1,-7,0.27,-9,-7,-9,0.4,1006.9,0.3,21,82,2019/4/20 22:55
-15,-25,0.14,-33,-8,1,0.1,1006.7,0.3,21,83,2019/4/20 23:55
-18,-6,0.22,-15,-8,2,0.4,1005.9,0.3,20,86,2019/4/21 0:55
-20,-26,0.16,-46,-7,8,0.3,1005.8,0.3,20,87,2019/4/21 1:55
-19,-26,0.24,-33,-7,11,0.2,1005.5,0.3,20,86,2019/4/21 2:55
-15,-19,0.17,-14,-7,10,0.3,1005.1,0.3,20,87,2019/4/21 3:55
-13,-12,0.3,-2,-6,-4,0.3,1005.6,0.3,20,87,2019/4/21 5:55
-9,-1,0.5,-16,-5,-5,0.4,1006,0.3,21,86,2019/4/21 6:56
3,-2,0.61,-11,-6,-5,0.4,1007.6,0.3,22,83,2019/4/21 9:55
-7,-16,0.32,-36,-7,-6,1,1007.2,0.3,21,85,2019/4/21 12:55
-15,-34,0.13,-16,-7,-17,0.3,1007.4,6.6,19,95,2019/4/21 18:55
-22,-43,0.15,-36,-7,-8,0.5,1009.3,6.6,18,94,2019/4/21 22:55
-24,-46,0.07,-19,-7,3,0.4,1008.6,6.6,18,96,2019/4/22 1:56
-24,-47,0.06,-15,-5,1,0.4,1008.3,6.6,17,95,2019/4/22 3:55
-22,-45,0.08,-18,-7,2,0.2,1008.5,6.7,17,97,2019/4/22 4:55
-4,-27,0.21,-13,-6,-4,1.1,1009,6.7,17,96,2019/4/22 7:55
-10,-28,0.11,-24,-6,6,0.5,1009.7,6.7,18,95,2019/4/22 8:55
-14,-35,0.19,-20,-6,12,0.8,1009.7,6.7,18,92,2019/4/22 9:55
-1,-13,0.39,-12,-4,10,0.2,1009.8,6.7,20,86,2019/4/22 10:56
-12,-27,0.48,0,-2,13,0.9,1008.1,6.7,21,82,2019/4/22 13:55
-6,-18,0.48,1,-2,-8,0.4,1007.3,6.7,21,83,2019/4/22 14:55
-12,-21,0.49,-7,-3,-13,0.4,1007.1,6.7,21,85,2019/4/22 15:55
-9,-9,0.57,-10,-4,-27,0.5,1006.5,6.7,20,87,2019/4/22 16:55
-11,-26,0.32,-34,-4,-15,0.4,1006.4,6.8,20,89,2019/4/22 17:55
-29,-44,0.39,-26,-4,-21,0.2,1007,6.8,20,89,2019/4/22 18:55
-42,-58,0.49,-12,-4,-21,0.2,1007.8,18.4,19,98,2019/4/22 21:55
-28,-51,0.49,-23,-4,-23,0.2,1006.9,20.1,19,99,2019/4/22 23:55
-21,-45,0.47,-11,-3,-21,0.3,1006.2,20.1,19,99,2019/4/23 1:55
-22,-49,0.58,-23,-1,-21,0.2,1006.3,20.1,19,99,2019/4/23 4:55
-15,-42,0.46,-30,-2,-21,0.3,1006.7,20.1,19,98,2019/4/23 6:00
-1,-25,0.46,-23,-3,-19,0.4,1007,20.1,19,98,2019/4/23 6:55
-7,-12,0.46,-26,-2,-17,0.3,1007.5,20.1,19,98,2019/4/23 7:56
-4,-31,0.47,-26,-3,-6,0.3,1007.7,20.1,19,97,2019/4/23 8:55
-12,-29,0.39,-28,-2,2,0.2,1008,20.1,20,92,2019/4/23 9:55
-22,-28,0.42,-6,-8,-13,0.3,1005.8,20.1,24,74,2019/4/23 13:55
-10,-27,0.47,-5,-7,-9,0.2,1005.5,20.1,23,77,2019/4/23 14:55
-7,-15,0.56,6,-8,-7,0.4,1005,20.1,23,81,2019/4/23 16:55
-4,-12,0.73,-5,-11,-28,0.4,1004.9,20.1,22,82,2019/4/23 17:55
-4,-15,0.44,-24,-9,-28,0.2,1005.6,20.1,21,88,2019/4/23 20:55
-9,-10,0.53,-38,-8,-27,0.2,1006.4,20.1,21,89,2019/4/23 23:56
-17,-35,0.53,-16,-8,-22,0.1,1005.6,20.3,20,94,2019/4/24 2:55
-21,-39,0.69,-17,-4,-16,0.6,1006.6,20.3,20,93,2019/4/24 6:55
-14,-25,0.6,-23,-3,-8,0.3,1007.1,20.3,20,89,2019/4/24 7:55
-10,-34,0.53,-27,-5,3,0.3,1007.3,20.3,21,85,2019/4/24 8:55
-13,-29,0.52,-18,-6,17,0.6,1007.4,20.3,23,80,2019/4/24 9:55
-15,-22,0.59,-1,-6,33,0.5,1007.3,20.3,25,69,2019/4/24 10:55
-12,-18,0.8,4,-4,41,0.9,1007,20.3,25,68,2019/4/24 11:55
-13,-14,0.58,-5,-2,36,0.7,1006.8,20.3,25,66,2019/4/24 12:55
-24,-35,0.42,-7,-4,10,0.7,1006.2,20.3,26,64,2019/4/24 13:55
-20,-25,0.54,-7,-3,-9,0.7,1005.1,20.3,25,65,2019/4/24 15:55
-12,-27,0.59,-2,-5,-19,0.5,1005.1,20.3,25,65,2019/4/24 16:55
-6,-22,0.61,-28,-7,-15,0.3,1005.9,20.3,21,80,2019/4/24 19:55
-22,-35,0.43,-24,-6,-12,0.1,1007.2,20.3,19,90,2019/4/24 23:55
-33,-50,0.47,-20,-6,-7,0.1,1005.8,20.3,18,92,2019/4/25 1:55
-25,-48,0.59,-14,-7,-11,0.2,1005.7,20.3,17,93,2019/4/25 2:55
-27,-44,0.64,-13,-8,-9,0.2,1005.6,20.3,17,94,2019/4/25 4:55
-5,3,0.87,-24,-7,8,0.6,1005.5,20.3,20,86,2019/4/25 7:55
-5,-16,0.82,-24,-8,28,0.3,1006.3,20.3,21,83,2019/4/25 8:55
4,2,0.73,4,-7,37,0.6,1007.1,20.3,26,65,2019/4/25 10:55
-8,-11,0.44,-3,17,-43,1.1,1006.8,20.3,27,62,2019/4/25 12:55
-23,-11,0.36,-5,10,-70,0.3,1006.9,20.3,26,65,2019/4/25 13:55
-9,4,0.42,-3,-5,-20,0.3,1008.4,20.4,22,76,2019/4/25 16:55
-20,-29,0.46,-4,-7,11,0.4,1012.3,20.4,15,89,2019/4/25 19:55
-18,-30,0.33,-10,-7,33,0.6,1013.2,20.5,15,81,2019/4/25 22:55
-19,-28,0.36,-11,-6,25,1.5,1012.8,20.5,14,76,2019/4/25 23:55
-10,-23,0.37,-11,-5,22,1.1,1011.9,20.5,13,74,2019/4/26 1:55
-15,-32,0.28,-13,-3,30,1,1011.7,20.5,13,72,2019/4/26 2:55
-11,-13,0.33,-5,1,26,1,1012.5,20.5,13,69,2019/4/26 4:55
-10,-6,0.27,-14,-3,21,0.6,1014.8,20.5,13,64,2019/4/26 7:55
-9,-14,0.37,-11,-8,8,0.6,1017.5,20.5,11,73,2019/4/26 10:55
-21,-28,0.31,-7,-8,14,0.6,1017.9,21,12,75,2019/4/26 13:55
-15,-15,0.35,-9,-7,13,1.5,1017.8,21,13,71,2019/4/26 14:55
-10,-9,0.34,1,-6,16,0.7,1017.8,21,14,65,2019/4/26 16:55
-15,-2,0.38,5,-5,-2,0.6,1018.1,21,13,62,2019/4/26 17:55
-14,-5,0.34,-12,-6,-4,0.3,1019.7,21,12,70,2019/4/26 19:55
-7,-15,0.46,-31,-9,-16,0.5,1020.6,21,10,80,2019/4/26 22:55
-16,-21,0.41,-20,-8,-5,0.4,1020.3,21,10,82,2019/4/26 23:55
-8,-18,0.39,-14,-7,-9,0.3,1019.4,21,9,82,2019/4/27 0:55
-14,-15,0.4,-19,-2,21,0.4,1019.2,21,9,74,2019/4/27 2:55
-5,8,0.39,-13,-3,27,0.3,1019.2,21,10,67,2019/4/27 3:57
-5,5,0.61,-12,2,21,0.4,1019.6,21,12,61,2019/4/27 6:55
-8,20,0.6,-4,-3,23,1.5,1018.1,21.1,17,43,2019/4/27 9:55
-4,7,0.44,-11,-6,30,1.3,1014.9,21.3,20,39,2019/4/27 12:55
0,13,0.47,-3,-4,-12,0.9,1011.5,21.5,22,36,2019/4/27 15:55
-10,5,0.41,-9,-4,7,0.5,1012,21.6,18,51,2019/4/27 18:55
-5,-16,0.52,-12,-6,-20,1.1,1013.2,21.9,16,72,2019/4/27 21:55
-15,-30,0.55,-27,-6,-10,0.1,1013.1,23.1,14,90,2019/4/27 22:55
-11,-34,0.59,2,-6,-19,0.3,1012.7,23.1,14,86,2019/4/28 0:55
-23,-39,0.66,-14,-6,-20,0.3,1012.4,23.6,14,90,2019/4/28 1:55
-41,-61,0.71,-25,-6,-8,0.6,1012.8,23.7,13,96,2019/4/28 2:55
-34,-63,0.57,-40,-7,5,1.1,1013,23.7,13,95,2019/4/28 3:55
-35,-57,0.57,-20,-8,17,2.2,1013.2,23.7,13,94,2019/4/28 4:55
-9,-32,0.69,-14,-4,20,0.2,1015,23.7,15,84,2019/4/28 8:55
-7,-24,0.58,-25,-4,33,0.7,1015,23.7,16,80,2019/4/28 9:55
-30,-28,0.54,-17,-5,42,0.4,1014.6,23.7,18,73,2019/4/28 10:55
-8,16,0.7,2,-3,9,0.7,1014,23.7,18,69,2019/4/28 12:55
-17,-25,0.52,-18,-6,10,1.3,1013.3,23.7,18,71,2019/4/28 13:55
2,-12,0.68,-9,-6,-12,1.3,1012,23.7,16,78,2019/4/28 16:55
-15,-33,0.66,-31,-7,10,0.8,1012.7,24.2,15,88,2019/4/28 19:55
-10,-32,0.57,-18,-8,0,0.6,1012.9,24.2,15,88,2019/4/28 22:55
-26,-38,0.54,-19,-7,14,0.2,1012.4,24.2,14,93,2019/4/28 23:55
-24,-44,0.43,-16,-8,11,0.3,1010.3,49.5,15,95,2019/4/29 12:55
3,26,0.4,-2,-2,3,0.7,1009,49.5,16,86,2019/4/29 15:55
-18,-42,0.42,-13,-11,-6,0.6,1011.1,49.5,14,96,2019/4/29 21:55
-31,-56,0.22,-19,-8,20,0.3,1010,49.5,14,97,2019/4/30 1:55
-10,-25,0.06,-19,-9,32,0.9,1011,49.5,17,77,2019/4/30 9:55
-14,-27,0.43,-8,-4,19,0.3,1010,49.5,19,70,2019/4/30 12:55
-10,1,0.72,-30,-8,-45,0.4,1010.7,49.5,17,84,2019/4/30 21:55
-4,-11,0.64,-22,-7,-31,0.2,1010.8,49.5,17,84,2019/4/30 22:55
-9,-13,0.41,-28,-7,-30,0.5,1010.3,49.5,17,86,2019/4/30 23:55
-13,-15,0.66,-20,-7,-23,0.1,1010.2,49.5,16,88,2019/5/1 0:55
-17,-17,0.42,-13,-7,-24,0.1,1009.8,49.5,16,89,2019/5/1 1:55
-20,-33,0.21,-4,-8,-21,0.1,1009.9,49.5,16,92,2019/5/1 2:55
-14,-33,0.32,-27,-8,-21,0.3,1009.9,49.5,16,90,2019/5/1 3:55
-17,-32,0.36,-29,-8,-5,0.2,1010.1,49.5,16,91,2019/5/1 4:55
-10,-19,0.36,-34,-5,26,0.2,1010.5,49.5,15,94,2019/5/1 5:55
-5,37,0.3,-8,7,54,0.5,1012.1,49.5,21,66,2019/5/1 8:55
-14,50,-0.09,-14,2,58,1.1,1012.7,49.5,24,55,2019/5/1 9:55
-25,44,0.31,-10,4,43,1.1,1012.7,49.5,24,49,2019/5/1 10:55
-1,51,0.35,-13,1,27,0.8,1012.5,49.5,24,39,2019/5/1 11:55
3,40,0.36,-10,1,39,0.4,1012.2,49.5,26,31,2019/5/1 12:55
5,26,0.17,-12,-2,30,1.8,1012,49.5,26,30,2019/5/1 13:55
11,42,0.27,-14,-7,33,0.9,1010.9,49.6,26,32,2019/5/1 15:55
-8,22,0.38,-9,-6,15,3.6,1011.1,49.6,24,35,2019/5/1 16:55
-1,18,0.56,21,-6,-38,0.4,1013,49.6,20,51,2019/5/1 19:55
6,9,0.84,10,-9,-48,0.1,1014.5,49.6,17,67,2019/5/1 22:55
6,4,0.76,-37,-9,-40,0.1,1014.4,49.6,16,72,2019/5/1 23:55
0,-7,0.52,-29,-9,-11,0.2,1013.7,49.6,14,80,2019/5/2 1:55
-3,-1,0.48,-16,-9,-20,0.4,1014,49.6,14,82,2019/5/2 2:55
-5,-7,0.44,-19,-9,-6,0.3,1014.8,49.6,14,83,2019/5/2 4:55
-12,23,0.8,-22,4,44,0.2,1015.6,49.6,20,63,2019/5/2 7:55
-6,33,0.06,-19,-4,32,1.1,1016,49.6,26,27,2019/5/2 10:55
9,41,0.2,-13,1,46,0.6,1014.5,49.7,28,18,2019/5/2 13:55
12,31,0.27,-3,-3,30,0.9,1013.3,49.7,28,17,2019/5/2 16:55
8,24,0.76,25,13,-67,0.2,1014.4,49.7,20,38,2019/5/2 19:55
10,40,0.53,-41,0,-26,0.3,1015.9,49.7,17,53,2019/5/2 22:55
6,44,0.42,-78,-1,2,0.1,1015.8,49.7,17,55,2019/5/2 23:55
8,28,0.69,-3,-1,-22,0.1,1015.2,49.7,16,53,2019/5/3 1:55
1,14,0.56,-19,0,-2,0.3,1014.7,49.7,15,61,2019/5/3 2:55
7,37,0.78,15,0,-17,0.2,1015.3,49.7,15,60,2019/5/3 3:55
3,33,0.54,-34,-1,21,0.2,1016.3,49.7,14,69,2019/5/3 5:56
-9,25,0.29,-50,-5,29,0.4,1017.2,49.7,17,62,2019/5/3 6:56
9,27,0.1,-13,-8,62,1.2,1017.7,49.7,26,22,2019/5/3 9:55
-1,35,0.14,-16,-8,57,1.5,1015.9,49.8,28,16,2019/5/3 12:55
-1,28,0.23,-8,-7,61,0.6,1013.9,50.1,30,15,2019/5/3 15:55
5,27,0.24,-4,-8,16,0.7,1014.3,50.1,23,25,2019/5/3 18:55
-8,7,0.22,-5,-6,17,0.5,1015.4,50.1,22,22,2019/5/3 20:55
-5,13,0.28,-8,-5,21,1,1015.7,50.1,21,26,2019/5/3 22:55
-7,10,0.33,-4,-5,20,1.2,1014.5,50.1,20,36,2019/5/4 0:55
